  itemid,                     name, sell01,  buy01,          price01, stock01, sell12,  buy12,          price12, stock12
    4219,             Stone Quiver,      1,      1,             1000,       5,      1,      1,            10000,       5
    4220,              Bone Quiver,      1,      1,             1000,       5,      1,      1,             1000,       5
    4221,            Beetle Quiver,      1,      1,             1000,       5,      1,      1,            30000,       5
    4222,              Horn Quiver,      1,      1,             2500,       5,      1,      1,            37500,       5
    4223,          Scorpion Quiver,      1,      1,             2000,       5,      1,      1,            25000,       5
    4224,             Demon Quiver,      1,      1,             3000,       5,      1,      1,            40000,       5
    4225,              Iron Quiver,      1,      1,             2000,       5,      1,      1,            30000,       5
    4226,            Silver Quiver,      1,      1,             3000,       5,      1,      1,            20000,       5
    4227,                        B,      1,      1,             1000,       5,      1,      1,            30000,       5
    4228,                        M,      1,      1,             3000,       5,      1,      1,            40000,       5
    4229,                        D,      1,      1,             3000,       5,      1,      1,            30000,       5
    4234,          Cursed Beverage,      1,      1,            20000,       5,      0,      1,                1,       5
    4235,              Cursed Soup,      1,      1,            10000,       5,      0,      1,                1,       5
    4246,               Cantarella,      1,      1,            10000,       5,      1,      1,               26,       5
    4250,                 Crackler,      1,      1,             5000,       5,      1,      1,             1800,       5
    4251,              Festive Fan,      1,      1,             1000,       5,      1,      1,            10000,       5
    4252,               Summer Fan,      1,      1,             1000,       5,      1,      1,             8000,       5
    4253,            Spirit Masque,      1,      1,             3000,       5,      1,      1,            30000,       5
    4256,              Ouka Ranman,      1,      1,             1000,       5,      1,      1,             1000,       5
    4257,                Papillion,      1,      1,             3000,       5,      1,      1,             7000,       5
    4266,            Fulm-long Sub,      1,      1,             8000,       5,      1,      1,            15000,       5
    4267,                      Btr,      1,      1,             4000,       5,      1,      1,            15000,       5
    4268,        Sea Spray Risotto,      1,      1,            20000,       5,      0,      1,                1,       5
    4269,              Bijou Glace,      1,      1,            20000,       5,      0,      1,                1,       5
    4270,                      Swt,      1,      1,             1000,       5,      1,      1,            10000,       5
    4271,            Rice Dumpling,      1,      1,             1000,       5,      1,      1,            10000,       5
    4272,              Dragon Meat,      1,      1,             5000,       5,      1,      1,            60000,       5
    4273,                   Kitron,      1,      1,             1000,       5,      1,      1,            60000,       5
    4274,                 Persikos,      1,      1,              500,       5,      1,      1,            10000,       5
    4275,              Emperor Roe,      1,      1,             1000,       5,      1,      1,            10000,       5
    4276,             Flint Caviar,      1,      1,             1000,       5,      1,      1,            10000,       5
    4277,               Tonosama R,      1,      1,             1000,       5,      1,      1,             5000,       5
    4278,                 Shogun R,      1,      1,             5000,       5,      1,      1,            60000,       5
    4279,          Tavnazian Salad,      1,      1,             5000,       5,      0,      1,                1,       5
    4280,                        G,      1,      1,              700,       5,      1,      1,             3500,       5
    4281,          Red Hot Cracker,      1,      1,              500,       5,      1,      1,             7000,       5
    4282,            Pipin' Popoto,      1,      1,              500,       5,      1,      1,                1,       5
    4283,            Choco-delight,      1,      1,            10000,       5,      0,      1,                1,       5
    4284,           Tender Navarin,      1,      1,            10000,       5,      0,      1,                1,       5
    4285,               Ocean Soup,      1,      1,            20000,       5,      0,      1,                1,       5
    4286,              Healing Tea,      1,      1,             4500,       5,      0,      1,                1,       5
    4287,             Opo-opo Tart,      1,      1,             8000,       5,      1,      1,            20000,       5
    4288,                Zebra Eel,      1,      1,             1000,       5,      1,      1,            10000,       5
    4289,              Forest Carp,      1,      1,            10000,       5,      1,      1,             6000,       5
    4290,             Elshimo Frog,      1,      1,             1000,       5,      1,      1,            30000,       5
    4291,                 Sandfish,      1,      1,             1000,       5,      1,      1,            20000,       5
    4292,            Pain De Neige,      1,      1,              393,       5,      1,      1,             5000,       5
    4293,          Monastic Sautee,      1,      1,             3000,       5,      0,      1,                1,       5
    4294,           Medicinal Quus,      1,      1,             5000,       5,      0,      1,                1,       5
    4295,             Royal Sautee,      1,      1,             5000,       5,      0,      1,                1,       5
    4296,              Green Curry,      1,      1,             3000,       5,      0,      1,                1,       5
    4297,              Black Curry,      1,      1,            25000,       5,      0,      1,                1,       5
    4298,                Red Curry,      1,      1,           100000,       5,      0,      1,                1,       5
    4299,           Orange Au Lait,      1,      1,              500,       5,      0,      1,                1,       5
  itemid,                     name, sell01,  buy01,          price01, stock01, sell12,  buy12,          price12, stock12
    4300,            Apple Au Lait,      1,      1,              650,       5,      0,      1,                1,       5
    4301,             Pear Au Lait,      1,      1,             1000,       5,      0,      1,                1,       5
    4302,           Pamama Au Lait,      1,      1,             2000,       5,      0,      1,                1,       5
    4303,         Persikos Au Lait,      1,      1,             5000,       5,      0,      1,                1,       5
    4304,               Grimmonite,      1,      1,             1800,       5,      0,      1,                1,       5
    4305,              Ryugu Titan,      1,      1,             3000,       5,      0,      1,                1,       5
    4306,              Giant Donko,      1,      1,             5000,       5,      0,      1,                1,       5
    4307,           Jungle Catfish,      1,      1,            15000,       5,      0,      1,                1,       5
    4308,             Giant Chirai,      1,      1,             5000,       5,      0,      1,                1,       5
    4309,              Cave Cherax,      1,      1,             4000,       5,      0,      1,                1,       5
    4310,            Tiny Goldfish,      1,      1,             1000,       5,      1,      1,            10000,       5
    4311,                      Blk,      1,      1,             2000,       5,      1,      1,            20000,       5
    4312,                 Lionhead,      1,      1,             8000,       5,      0,      1,                1,       5
    4313,                Blindfish,      1,      1,            15000,       5,      1,      1,             7350,       5
    4314,                 Bibikibo,      1,      1,             1000,       5,      1,      1,            10000,       5
    4315,                 Lungfish,      1,      1,            50000,       5,      1,      1,           777777,       5
    4316,           Armored Pisces,      1,      1,             2000,       5,      0,      1,                1,       5
    4317,                Trilobite,      1,      1,             1000,       5,      1,      1,            10000,       5
    4318,            Bibiki Urchin,      1,      1,             2000,       5,      0,      1,                1,       5
    4319,                  Tricorn,      1,      1,            26000,       5,      0,      1,                1,       5
    4320,             Apple Pie +1,      1,      1,             2000,       5,      1,      1,            33500,       5
    4321,                        T,      1,      1,             4000,       5,      0,      1,                1,       5
    4322,           Dhalmel Pie +1,      1,      1,             4000,       5,      1,      1,            30000,       5
    4323,          Vegetable Broth,      1,      1,             6000,       5,      0,      1,                1,       5
    4324,                      Hob,      1,      1,             1000,       5,      1,      1,            15000,       5
    4325,            Hobgoblin Pie,      1,      1,             3000,       5,      0,      1,                1,       5
    4326,              Frog Flambe,      1,      1,             1000,       5,      1,      1,            10000,       5
    4327,             Emerald Soup,      1,      1,             4000,       5,      0,      1,                1,       5
    4328,          Hobgoblin Bread,      1,      1,             1000,       5,      0,      1,                1,       5
    4329,              Newt Flambe,      1,      1,            10000,       5,      0,      1,                1,       5
    4330,            Witch Risotto,      1,      1,             2000,       5,      0,      1,                1,       5
    4331,        Imperial Omelette,      1,      1,            17500,       5,      0,      1,                1,       5
    4332,         Orange Kuchen +1,      1,      1,            10000,       5,      0,      1,                1,       5
    4333,               Witch Soup,      1,      1,            30000,       5,      0,      1,                1,       5
    4334,             Grilled Corn,      1,      1,             1000,       5,      1,      1,             5000,       5
    4335,             Juicy Mutton,      1,      1,             3000,       5,      0,      1,                1,       5
    4336,                      Swt,      1,      1,             1500,       5,      1,      1,            20000,       5
    4337,             Stamina Soup,      1,      1,            40000,       5,      0,      1,                1,       5
    4338,                     Stmd,      1,      1,             1000,       5,      1,      1,             5000,       5
    4339,                    Rolan,      1,      1,            10000,       5,      1,      1,            70000,       5
    4340,             Optical Soup,      1,      1,            10000,       5,      0,      1,                1,       5
    4341,              Sunset Soup,      1,      1,            10000,       5,      0,      1,                1,       5
    4342,             Steamed Crab,      1,      1,             3000,       5,      1,      1,            15000,       5
    4343,              Witch Kabob,      1,      1,             2000,       5,      1,      1,            20000,       5
    4344,               Witch Stew,      1,      1,            13000,       5,      0,      1,                1,       5
    4345,                     Flnd,      1,      1,            10000,       5,      0,      1,                1,       5
    4346,         Bass Meuniere +1,      1,      1,            18000,       5,      0,      1,                1,       5
    4347,                     Slmn,      1,      1,             7000,       5,      0,      1,                1,       5
    4348,                     Mttn,      1,      1,             5000,       5,      0,      1,                1,       5
    4349,               Bunny Ball,      1,      1,             8000,       5,      0,      1,                1,       5
    4350,             Dragon Steak,      1,      1,            20000,       5,      0,      1,                1,       5
    4352,            Derfland Pear,      1,      1,              100,       5,      1,      1,             4000,       5
    4353,          Sea Bass Croute,      1,      1,            20000,       5,      1,      1,             5000,       5
    4354,            Shining Trout,      1,      1,              500,       5,      1,      1,            10000,       5
    4355,               Salmon Sub,      1,      1,             5000,       5,      1,      1,            13000,       5
    4356,              White Bread,      1,      1,             2000,       5,      1,      1,             2000,       5
    4357,              Crawler Egg,      1,      1,              100,       5,      1,      1,             1000,       5
    4358,                Hare Meat,      1,      1,             1000,       5,      1,      1,             2000,       5
    4359,             Dhalmel Meat,      1,      1,             1000,       5,      1,      1,             1000,       5
    4360,          Bastore Sardine,      1,      1,             2000,       5,      1,      1,            10000,       5
    4361,               Nebimonite,      1,      1,             1000,       5,      1,      1,             6000,       5
    4362,               Lizard Egg,      1,      1,              351,       5,      1,      1,             2000,       5
    4363,             Faerie Apple,      1,      1,             1000,       5,      1,      1,             1000,       5
    4364,              Black Bread,      1,      1,              200,       5,      1,      1,             2000,       5
    4365,               Rolanberry,      1,      1,             1000,       5,      1,      1,             3000,       5
    4366,            La Theine Cbg,      1,      1,             1000,       5,      1,      1,             1000,       5
    4370,                    Honey,      1,      1,              300,       5,      1,      1,             3000,       5
    4371,             Grilled Hare,      1,      1,             1000,       5,      0,      1,                1,       5
    4372,                        G,      1,      1,             1000,       5,      1,      1,             3000,       5
    4373,              Woozyshroom,      1,      1,              500,       5,      1,      1,             2000,       5
    4374,              Sleepshroom,      1,      1,              500,       5,      1,      1,             4550,       5
    4375,              Danceshroom,      1,      1,             1000,       5,      1,      1,             5000,       5
    4376,               Meat Jerky,      1,      1,              500,       5,      1,      1,             1000,       5
    4377,              Coeurl Meat,      1,      1,             1000,       5,      1,      1,             5000,       5
    4378,             Selbina Milk,      1,      1,              200,       5,      1,      1,             2000,       5
    4379,            Cheval Salmon,      1,      1,             5000,       5,      1,      1,            15000,       5
    4380,            Smoked Salmon,      1,      1,             1000,       5,      1,      1,            15000,       5
    4381,           Meat Mithkabob,      1,      1,              500,       5,      1,      1,             3000,       5
    4382,             Frost Turnip,      1,      1,             1000,       5,      1,      1,             1000,       5
    4383,             Gold Lobster,      1,      1,             5000,       5,      1,      1,            50000,       5
    4384,               Black Sole,      1,      1,             1000,       5,      1,      1,            20000,       5
    4385,             Zafmlug Bass,      1,      1,             1500,       5,      1,      1,            30000,       5
    4386,             King Truffle,      1,      1,             1000,       5,      1,      1,            12000,       5
    4387,               Wild Onion,      1,      1,             1000,       5,      1,      1,             2500,       5
    4388,                 Eggplant,      1,      1,             1000,       5,      1,      1,             1000,       5
    4389,                 San D'Or,      1,      1,              200,       5,      1,      1,             1000,       5
    4390,           Mithran Tomato,      1,      1,             5000,       5,      1,      1,            10000,       5
    4391,                  Bretzel,      1,      1,              100,       5,      1,      1,             6000,       5
    4392,            Saruta Orange,      1,      1,              300,       5,      1,      1,             1000,       5
    4393,            Orange Kuchen,      1,      1,             1000,       5,      0,      1,                1,       5
    4394,            Ginger Cookie,      1,      1,              100,       5,      1,      1,             1500,       5
    4395,           Galkan Sausage,      1,      1,             2000,       5,      1,      1,            30000,       5
    4396,             Sausage Roll,      1,      1,              500,       5,      1,      1,            10000,       5
    4397,             Cinna-cookie,      1,      1,             3500,       5,      1,      1,            10000,       5
    4398,           Fish Mithkabob,      1,      1,             1000,       5,      1,      1,            10000,       5
    4399,                 Bluetail,      1,      1,             5000,       5,      1,      1,             3000,       5
    4400,           Land Crab Meat,      1,      1,              100,       5,      1,      1,             1900,       5
    4401,                Moat Carp,      1,      1,              500,       5,      1,      1,             6000,       5
    4402,             Red Terrapin,      1,      1,             2000,       5,      1,      1,             5000,       5
    4403,             Yellow Globe,      1,      1,              500,       5,      1,      1,             6000,       5
  itemid,                     name, sell01,  buy01,          price01, stock01, sell12,  buy12,          price12, stock12
    4404,              Roast Trout,      1,      1,             1000,       5,      1,      1,            10000,       5
    4405,                Rice Ball,      1,      1,              300,       5,      1,      1,             1000,       5
    4406,              Baked Apple,      1,      1,             2000,       5,      1,      1,             6000,       5
    4407,               Carp Sushi,      1,      1,              500,       5,      1,      1,             2999,       5
    4408,                 Tortilla,      1,      1,              300,       5,      1,      1,             2000,       5
    4409,          Hard-boiled Egg,      1,      1,             1000,       5,      1,      1,             2000,       5
    4410,           Roast Mushroom,      1,      1,              500,       5,      1,      1,             3000,       5
    4411,              Dhalmel Pie,      1,      1,              300,       5,      1,      1,             4000,       5
    4412,             Thundermelon,      1,      1,             1000,       5,      1,      1,             4000,       5
    4413,                Apple Pie,      1,      1,             1000,       5,      1,      1,             2000,       5
    4414,           Rolanberry Pie,      1,      1,             3000,       5,      1,      1,             5000,       5
    4415,             Roasted Corn,      1,      1,              200,       5,      1,      1,             3000,       5
    4416,                 Pea Soup,      1,      1,             5000,       5,      0,      1,                1,       5
    4417,                 Egg Soup,      1,      1,             5000,       5,      0,      1,                1,       5
    4418,              Turtle Soup,      1,      1,            40000,       5,      0,      1,                1,       5
    4419,            Mushroom Soup,      1,      1,            26500,       5,      0,      1,                1,       5
    4420,              Tomato Soup,      1,      1,             6000,       5,      0,      1,                1,       5
    4421,                Melon Pie,      1,      1,             1000,       5,      1,      1,             4000,       5
    4422,             Orange Juice,      1,      1,              500,       5,      0,      1,                1,       5
    4423,              Apple Juice,      1,      1,              300,       5,      0,      1,                1,       5
    4424,              Melon Juice,      1,      1,              500,       5,      0,      1,                1,       5
    4425,             Tomato Juice,      1,      1,              500,       5,      0,      1,                1,       5
    4426,          Tricolored Carp,      1,      1,              100,       5,      1,      1,            10000,       5
    4427,                Gold Carp,      1,      1,            10000,       5,      1,      1,             3000,       5
    4428,                Dark Bass,      1,      1,              350,       5,      1,      1,             8000,       5
    4429,                Black Eel,      1,      1,             1000,       5,      1,      1,             8000,       5
    4430,             Pumpkin Soup,      1,      1,             1550,       5,      0,      1,                1,       5
    4431,                 San D'Or,      1,      1,              200,       5,      1,      1,             1000,       5
    4432,           Kazham Pineapl,      1,      1,              200,       5,      1,      1,             1000,       5
    4433,             Dhalmel Stew,      1,      1,              500,       5,      0,      1,                1,       5
    4434,         Mushroom Risotto,      1,      1,             1000,       5,      0,      1,                1,       5
    4435,          Cockatrice Meat,      1,      1,             1000,       5,      1,      1,             3000,       5
    4436,             Baked Popoto,      1,      1,             5000,       5,      1,      1,             3000,       5
    4437,             Roast Mutton,      1,      1,             1000,       5,      0,      1,                1,       5
    4438,            Dhalmel Steak,      1,      1,             1000,       5,      0,      1,                1,       5
    4439,                  Navarin,      1,      1,             1000,       5,      0,      1,                1,       5
    4440,           Whitefish Stew,      1,      1,            10000,       5,      0,      1,                1,       5
    4441,              Grape Juice,      1,      1,              500,       5,      0,      1,                1,       5
    4442,          Pineapple Juice,      1,      1,              500,       5,      0,      1,                1,       5
    4443,         Cobalt Jellyfish,      1,      1,             1000,       5,      1,      1,             1500,       5
    4444,               Rarab Tail,      1,      1,             1000,       5,      1,      1,             1000,       5
    4445,            Yagudo Cherry,      1,      1,             1000,       5,      1,      1,             1000,       5
    4446,              Pumpkin Pie,      1,      1,             1000,       5,      1,      1,             5000,       5
    4447,            Scream Fungus,      1,      1,             3000,       5,      1,      1,           100000,       5
    4448,                 Puffball,      1,      1,             1000,       5,      1,      1,             9000,       5
    4449,          Reishi Mushroom,      1,      1,             3000,       5,      1,      1,            20000,       5
    4450,             Coral Fungus,      1,      1,              500,       5,      1,      1,             3000,       5
    4451,             Silver Shark,      1,      1,            10000,       5,      1,      1,            35000,       5
    4452,           Shark Fin Soup,      1,      1,            40000,       5,      0,      1,                1,       5
    4453,             Eyeball Soup,      1,      1,            10000,       5,      0,      1,                1,       5
    4454,             Emperor Fish,      1,      1,             3000,       5,      0,      1,                1,       5
    4455,              Pebble Soup,      1,      1,              500,       5,      0,      1,                1,       5
    4456,              Boiled Crab,      1,      1,             3000,       5,      1,      1,            15000,       5
    4457,                Eel Kabob,      1,      1,             5000,       5,      1,      1,            10000,       5
    4458,             Goblin Bread,      1,      1,             1000,       5,      1,      1,             3000,       5
    4459,          Nebimonite Bake,      1,      1,             4900,       5,      1,      1,             8000,       5
    4460,             Stone Cheese,      1,      1,              150,       5,      1,      1,             2000,       5
    4461,            Bastore Bream,      1,      1,             4000,       5,      1,      1,            10000,       5
    4462,               Monke-Onke,      1,      1,            10000,       5,      0,      1,                1,       5
    4463,                 Takitaro,      1,      1,            14500,       5,      0,      1,                1,       5
    4464,                   Pipira,      1,      1,             1000,       5,      1,      1,             4000,       5
    4465,              Goblin Stew,      1,      1,             1000,       5,      0,      1,                1,       5
    4466,            Spicy Cracker,      1,      1,              350,       5,      1,      1,            10000,       5
    4467,           Garlic Cracker,      1,      1,             1000,       5,      1,      1,             7000,       5
    4468,                  Pamamas,      1,      1,              200,       5,      1,      1,             1450,       5
    4469,            Giant Catfish,      1,      1,             1000,       5,      0,      1,                1,       5
    4470,                  Icefish,      1,      1,             2000,       5,      1,      1,            30000,       5
    4471,                Bladefish,      1,      1,             6000,       5,      0,      1,                1,       5
    4472,                 Crayfish,      1,      1,              100,       5,      1,      1,             2000,       5
    4473,            Crescent Fish,      1,      1,             5000,       5,      1,      1,            20000,       5
    4474,             Gigant Squid,      1,      1,             1000,       5,      0,      1,                1,       5
    4475,               Sea Zombie,      1,      1,            10000,       5,      0,      1,                1,       5
    4476,               Titanictus,      1,      1,             3000,       5,      0,      1,                1,       5
    4477,              Gavial Fish,      1,      1,             3000,       5,      0,      1,                1,       5
    4478,          Three-eyed Fish,      1,      1,             1000,       5,      0,      1,                1,       5
    4479,           Bhefhel Marlin,      1,      1,             5000,       5,      0,      1,                1,       5
    4480,               Gugru Tuna,      1,      1,             1000,       5,      0,      1,                1,       5
    4481,                 Ogre Eel,      1,      1,             1000,       5,      1,      1,             9200,       5
    4482,          Nosteau Herring,      1,      1,             1000,       5,      1,      1,            10000,       5
    4483,                Tiger Cod,      1,      1,             1000,       5,      1,      1,            20000,       5
    4484,              Shall Shell,      1,      1,             1000,       5,      1,      1,             3000,       5
    4485,               Noble Lady,      1,      1,            10000,       5,      1,      1,            40000,       5
    4486,             Dragon Heart,      1,      1,            30000,       5,      1,      1,           120000,       5
    4487,              Colored Egg,      1,      1,             1000,       5,      1,      1,             5000,       5
    4488,          Jack-o'-Lantern,      1,      1,             3000,       5,      0,      1,                1,       5
    4489,          Vegetable Gruel,      1,      1,             5000,       5,      0,      1,                1,       5
    4490,          Pickled Herring,      1,      1,             1000,       5,      1,      1,            10000,       5
    4491,               Watermelon,      1,      1,             1000,       5,      1,      1,             3000,       5
    4492,                     Puls,      1,      1,             1000,       5,      0,      1,                1,       5
    4493,          Windurstian Tea,      1,      1,             2000,       5,      0,      1,                1,       5
    4494,          San D'Orian Tea,      1,      1,             5000,       5,      0,      1,                1,       5
    4495,                      Gob,      1,      1,             1000,       5,      1,      1,            10000,       5
    4496,                      Bbl,      1,      1,              500,       5,      1,      1,             3000,       5
    4497,          Heart Chocolate,      1,      1,            10000,       5,      1,      1,            80000,       5
    4498,                Chocomilk,      1,      1,             4000,       5,      0,      1,                1,       5
    4499,               Iron Bread,      1,      1,               20,       5,      1,      1,             1000,       5
    4500,                  Greedie,      1,      1,             4000,       5,      1,      1,             2000,       5
    4502,             Marron Glace,      1,      1,             4000,       5,      0,      1,                1,       5
    4503,           Buburimu Grape,      1,      1,              400,       5,      1,      1,             2500,       5
    4504,                    Acorn,      1,      1,             1000,       5,      1,      1,             2000,       5
  itemid,                     name, sell01,  buy01,          price01, stock01, sell12,  buy12,          price12, stock12
    4505,          Sunflower Seeds,      1,      1,             1000,       5,      1,      1,             1000,       5
    4506,          Mutton Tortilla,      1,      1,             5000,       5,      1,      1,            45000,       5
    4507,           Rarab Meatball,      1,      1,             5000,       5,      0,      1,                1,       5
    4509,          Distilled Water,      1,      1,             1000,       5,      1,      1,             1000,       5
    4510,             Acorn Cookie,      1,      1,             2000,       5,      1,      1,             5000,       5
    4512,            Vampire Juice,      1,      1,             2000,       5,      0,      1,                1,       5
    4514,                     Quus,      1,      1,             1000,       5,      1,      1,             3000,       5
    4515,              Copper Frog,      1,      1,              400,       5,      1,      1,             2000,       5
    4516,       Grilled Black Hare,      1,      1,             2000,       5,      0,      1,                1,       5
    4517,             Yellow Curry,      1,      1,            10000,       5,      0,      1,                1,       5
    4518,              Sheep Jerky,      1,      1,              500,       5,      1,      1,             4000,       5
    4519,               Wild Steak,      1,      1,             5000,       5,      0,      1,                1,       5
    4520,              Coin Cookie,      1,      1,              500,       5,      1,      1,            10000,       5
    4521,              Humpty Soup,      1,      1,             3000,       5,      0,      1,                1,       5
    4522,             Jack-o'-Soup,      1,      1,             1000,       5,      0,      1,                1,       5
    4523,             Melon Pie +1,      1,      1,             5000,       5,      1,      1,            30000,       5
    4524,                Royal Tea,      1,      1,             3000,       5,      0,      1,                1,       5
    4525,           Pumpkin Pie +1,      1,      1,             4000,       5,      1,      1,            25000,       5
    4527,              Mary's Milk,      1,      1,             5000,       5,      1,      1,           100000,       5
    4528,             Crystal Bass,      1,      1,             6000,       5,      1,      1,             5000,       5
    4529,           Rolanberry 881,      1,      1,             1000,       5,      1,      1,            13500,       5
    4530,           Rolanberry 874,      1,      1,            30000,       5,      1,      1,            30000,       5
    4531,           Rolanberry 864,      1,      1,            10000,       5,      1,      1,           100000,       5
    4532,          Soft-boiled Egg,      1,      1,             1000,       5,      1,      1,             9000,       5
    4533,           Delicious Puls,      1,      1,             2507,       5,      0,      1,                1,       5
    4534,          Medicinal Gruel,      1,      1,            10000,       5,      0,      1,                1,       5
    4535,          Boiled Crayfish,      1,      1,             1000,       5,      1,      1,             5000,       5
    4536,           Blackened Frog,      1,      1,              550,       5,      1,      1,             5000,       5
    4537,               Roast Carp,      1,      1,              600,       5,      1,      1,            10000,       5
    4538,             Roast Pipira,      1,      1,             1000,       5,      1,      1,             6000,       5
    4539,               Goblin Pie,      1,      1,             1000,       5,      1,      1,             4000,       5
    4540,         Boiled Tuna Head,      1,      1,             2000,       5,      0,      1,                1,       5
    4541,             Goblin Drink,      1,      1,            15000,       5,      0,      1,                1,       5
    4542,               Brain Stew,      1,      1,            10000,       5,      0,      1,                1,       5
    4543,           Goblin Mushpot,      1,      1,             5000,       5,      0,      1,                1,       5
    4544,            Mushroom Stew,      1,      1,            10000,       5,      0,      1,                1,       5
    4545,            Gysahl Greens,      1,      1,             1000,       5,      1,      1,              500,       5
    4546,             Raisin Bread,      1,      1,             3000,       5,      1,      1,             6000,       5
    4547,        Boiled Cockatrice,      1,      1,            10000,       5,      0,      1,                1,       5
    4548,            Coeurl Sautee,      1,      1,             2000,       5,      0,      1,                1,       5
    4549,              Dragon Soup,      1,      1,            10000,       5,      0,      1,                1,       5
    4550,            Bream Risotto,      1,      1,            11000,       5,      0,      1,                1,       5
    4551,            Salmon Croute,      1,      1,            30000,       5,      1,      1,            30000,       5
    4552,        Herb Crawler Eggs,      1,      1,            20000,       5,      0,      1,                1,       5
    4553,         Batagreen Sautee,      1,      1,             1000,       5,      0,      1,                1,       5
    4554,       Shallops Tropicale,      1,      1,            20000,       5,      0,      1,                1,       5
    4555,           Windurst Salad,      1,      1,             4000,       5,      0,      1,                1,       5
    4556,        Icecap Rolanberry,      1,      1,             5000,       5,      0,      1,                1,       5
    4557,          Steamed Catfish,      1,      1,            20000,       5,      0,      1,                1,       5
    4558,             Yagudo Drink,      1,      1,             2000,       5,      0,      1,                1,       5
    4559,                Herb Quus,      1,      1,             5000,       5,      0,      1,                1,       5
    4560,           Vegetable Soup,      1,      1,             5000,       5,      0,      1,                1,       5
    4561,             Seafood Stew,      1,      1,            20000,       5,      0,      1,                1,       5
    4563,              Pamama Tart,      1,      1,             5000,       5,      1,      1,            20000,       5
    4564,           Royal Omelette,      1,      1,            20000,       5,      0,      1,                1,       5
    4565,           Sobbing Fungus,      1,      1,              200,       5,      1,      1,             5000,       5
    4566,                Deathball,      1,      1,             1000,       5,      1,      1,             3000,       5
    4567,              Moon Carrot,      1,      1,              200,       5,      0,      1,                1,       5
    4568,                Moon Ball,      1,      1,              200,       5,      1,      1,             2800,       5
    4570,                 Bird Egg,      1,      1,              100,       5,      1,      1,             2000,       5
    4571,               Beaugreens,      1,      1,              300,       5,      1,      1,             4000,       5
    4572,                   Beaugr,      1,      1,             1000,       5,      0,      1,                1,       5
    4573,              Steel Bread,      1,      1,             1000,       5,      1,      1,             6000,       5
    4574,          Meat Chiefkabob,      1,      1,             2000,       5,      1,      1,            40000,       5
    4575,          Fish Chiefkabob,      1,      1,             3000,       5,      1,      1,            20000,       5
    4576,            Wizard Cookie,      1,      1,             1000,       5,      1,      1,            30000,       5
    4577,              Wild Cookie,      0,      1,                1,       5,      1,      1,             3000,       5
    4578,                  Sausage,      0,      1,                1,       5,      1,      1,             3000,       5
    4579,             Elshimo Newt,      1,      1,              100,       5,      0,      1,                1,       5
    4580,          Coral Butterfly,      1,      1,            10000,       5,      0,      1,                1,       5
    4581,           Blackened Newt,      1,      1,             3000,       5,      0,      1,                1,       5
    4582,            Bass Meuniere,      1,      1,            10000,       5,      0,      1,                1,       5
    4583,          Salmon Meuniere,      1,      1,             6000,       5,      0,      1,                1,       5
    4584,        Flounder Meuniere,      1,      1,            20000,       5,      0,      1,                1,       5
    4585,           Broiled Pipira,      1,      1,             2000,       5,      1,      1,            10000,       5
    4586,             Broiled Carp,      1,      1,              900,       5,      1,      1,             1000,       5
    4587,            Broiled Trout,      1,      1,             1000,       5,      1,      1,            11000,       5
    4588,              Broiled Eel,      1,      1,             4000,       5,      1,      1,             9000,       5
    4589,                Wild Stew,      1,      1,             8000,       5,      0,      1,                1,       5
    4590,          Salmon Riceball,      1,      1,             1000,       5,      1,      1,             6000,       5
    4591,             Pumpernickel,      1,      1,              500,       5,      1,      1,            10000,       5
    4592,              Wisdom Soup,      1,      1,             7000,       5,      0,      1,                1,       5
    4593,              Rock Cheese,      1,      1,             1000,       5,      1,      1,             4000,       5
    4594,         Snowy Rolanberry,      1,      1,            10000,       5,      0,      1,                1,       5
    4595,                Party Egg,      1,      1,             2250,       5,      1,      1,             6061,       5
    4596,             Wild Pamamas,      1,      1,             1000,       5,      0,      1,                1,       5
    4597,               Wild Melon,      1,      1,             1000,       5,      0,      1,                1,       5
    4598,           Wild Pineapple,      1,      1,             1000,       5,      0,      1,                1,       5
    4599,           Blackened Toad,      1,      1,             2000,       5,      0,      1,                1,       5
    4601,          Sopa Pez Blanco,      1,      1,              150,       5,      0,      1,                1,       5
    4602,                 Warm Egg,      1,      1,             5000,       5,      0,      1,                1,       5
    4603,            Chamomile Tea,      1,      1,             1000,       5,      0,      1,                1,       5
    4604,                  Rogue R,      1,      1,             1500,       5,      1,      1,            10000,       5
    4605,          Naval Rice Ball,      1,      1,             2400,       5,      1,      1,             8000,       5
    4609,                     Cure,      1,      1,            10000,       5,      0,      1,                1,       5
    4610,                  Cure II,      1,      1,            10000,       5,      0,      1,                1,       5
    4611,                 Cure III,      1,      1,            20000,       5,      0,      1,                1,       5
    4612,                  Cure IV,      1,      1,            25000,       5,      0,      1,                1,       5
    4613,                   Cure V,      1,      1,             9000,       5,      0,      1,                1,       5
    4614,                  Cure VI,      1,      1,            12500,       5,      0,      1,                1,       5
  itemid,                     name, sell01,  buy01,          price01, stock01, sell12,  buy12,          price12, stock12
    4615,                   Curaga,      1,      1,            10000,       5,      0,      1,                1,       5
    4616,                Curaga II,      1,      1,            20000,       5,      0,      1,                1,       5
    4617,               Curaga III,      1,      1,            25000,       5,      0,      1,                1,       5
    4618,                Curaga IV,      1,      1,            10000,       5,      0,      1,                1,       5
